ticket_id,customer_id,issue_type,severity,resolution_time_hrs,created_at
TKT79095133,15657284,fraud_alert,low,25.31,08/01/2024
TKT75063941,19420489,card_decline,low,24.15,02 Jul 2025
TKT21662011,15575185,app_bug,medium,12.85,2025-01-01
TKT32079552,15619955,login_issue,low,,02-07-2024
TKT26308528,15602084,login_issue,low,4.24,02 May 2025
TKT26783312,15684484,login_issue,low,11.92,31 Jan 2025
TKT10588402,15668886,card_decline,medium,13.86,02 Jul 2025
TKT64978550,15691625,transfer_delay,low,5.96,2025-01-01
TKT96323215,15717398,fraud_alert,high,4.89,01 Sep 2025
TKT37723235,15580203,transfer_delay,,33.12,2024-07-02
TKT24463267,15794549,fraud_alert,low,10.24,02-05-2024
TKT62721932,15776231,fee_dispute,  high  ,8.78,01/31/2025
TKT20766740,15705515,card_decline,low,3.63,09/01/2024
TKT53085076,15774854,login_issue,high,28.52,02-07-2024
TKT87126113,15799515,card_decline,medium,8.32,11/01/2024
TKT77497717,15782899,fee_dispute,high,0.43,2025-07-02
TKT71078103,15640825,app_bug,medium,19.31,2024/12/01
TKT66291767,15679531,fee_dispute,HIGH,16.02,01/01/2025
TKT22120389,15632210,fraud_alert,low,12.23,02-05-2025
TKT25249653,15652883,app_bug,high,5.04,2024-08-01
TKT68260695,15729599,app_bug,  low  ,10.75,01-09-2025
TKT31634787,15634141,fraud_alert,medium,56.58,09/01/2024
TKT96207929,15661036,app_bug,low,,02-05-2025
TKT79348804,15681206,login_issue,low,2.34,2025-06-02
TKT30156566,15660602,transfer_delay,low,12.62,2024/12/01
TKT39242895,15727868,fee_dispute,low,21.41,2025-10-01
TKT77898806,15679200,fraud_alert,high,26.35,04/02/2025
TKT16082545,15608114,fraud_alert,low,13.04,02 May 2025
TKT55338113,15636444,card_decline,critical,4.89,01/01/2025
TKT40808350,15647091,app_bug,  low  ,24.16,2025/04/02
TKT86240246,15800228,login_issue,medium,11.0,2024/09/01
TKT93282657,15661249,app_bug,low,13.26,2024/05/02
TKT87511783,15812007,transfer_delay,medium,,01 Nov 2024
TKT46985778,15790314,login_issue,medium,9.48,2025-03-02
TKT54580273,15731815,login_issue,high,48.98,2024/06/01
TKT73173590,15566292,app_bug,  low  ,38.45,01 Nov 2024
TKT98108402,15615457,card_decline,MEDIUM,22.07,04/02/2025
TKT58634108,15591995,login_issue,  high  ,4.98,01 Oct 2024
TKT79601260,15672692,app_bug,medium,17.87,02-08-2025
TKT42541293,15694506,TRANSFER_DELAY,critical,27.39,02-06-2025
TKT66325051,15754605,app_bug,,,2025-03-02
TKT98627178,15810218,login_issue,low,15.7,02 May 2025
TKT51671380,15749167,fee_dispute,medium,18.3,2025-04-02
TKT56064681,15731815,fee_dispute,low,6.25,2024-07-02
TKT25189830,15796505,login_issue,medium,26.59,01-08-2024
TKT72242506,15806438,card_decline,high,18.13,2025/05/02
TKT57973653,15701354,card_decline,medium,19.73,2024-10-01
TKT60901001,15733114,fee_dispute,medium,21.68,02-07-2024
TKT59235430,15737452,fraud_alert,low,14.12,2024/07/02
TKT23538621,15785542,fraud_alert,high,6.68,2024-10-01
TKT93968357,15578977,transfer_delay,low,17.72,2024/07/02
TKT44438994,15772423,fraud_alert,critical,18.38,06/02/2025
TKT50883803,15767821,app_bug,medium,19.2,02 May 2024
TKT37154231,15756475,card_decline,low,10.51,01/31/2025
TKT20838988,15570060,transfer_delay,medium,2.94,09/01/2025
TKT43910270,15703264,login_issue,medium,,09/01/2024
TKT99079229,15673693,login_issue,medium,20.83,01 Jan 2025
TKT60000431,15710424,fee_dispute,low,2.8,05/02/2025
TKT39396981,15645569,card_decline,low,7.55,2025-10-01
TKT61684579,15674840,login_issue,high,26.89,2025-01-31
TKT28398752,15686983,transfer_delay,high,12.1,02-07-2025
TKT98184312,15568240,app_bug,low,6.18,2025/10/01
TKT44803482,15628112,TRANSFER_DELAY,high,0.0,02-08-2025
TKT90055054,15744607,unknown,,5.56,31 Jan 2025
TKT83780423,15773792,app_bug,medium,9.61,06/02/2025
TKT80178295,15695846,transfer_delay,low,3.73,02 Apr 2025
TKT74040058,15575883,login_issue,,7.29,01 Dec 2024
TKT11743215,15722548,transfer_delay,low,7.19,2025-09-01
TKT27786892,15672012,login_issue,high,17.44,2025-04-02
TKT42794596,15753754,login_issue,low,6.99,01 Oct 2024
TKT49583238,15677305,card_decline,low,4.12,01 Nov 2024
TKT93510692,15794278,fee_dispute,medium,48.45,01 Jan 2025
TKT82375419,15750658,app_bug,medium,32.27,02 Apr 2025
TKT32993784,15604044,fraud_alert,  high  ,12.78,04/02/2025
TKT67606539,15799217,  login_issue  ,LOW,8.66,07/02/2025
TKT15143771,15725511,fraud_alert,low,4.51,01 Oct 2024
TKT73000913,15647311,app_bug,low,,10/01/2025
TKT53049194,15803457,transfer_delay,high,8.75,01 Jan 2025
TKT91404699,15566091,app_bug,  medium  ,19.83,01/01/2025
TKT54199093,15737051,fraud_alert,low,11.42,05/02/2024
TKT55740570,15812878,login_issue,low,17.54,2025/03/02
TKT50060688,15775912,fraud_alert,low,22.12,2025-07-02
TKT12407308,15609286,fraud_alert,low,10.29,02-07-2025
TKT80442953,15589493,fraud_alert,high,8.43,01 Jun 2024
TKT63128065,15585768,login_issue,medium,16.18,01-09-2024
TKT66850686,15674551,app_bug,low,21.42,01-10-2025
TKT47654081,15720893,transfer_delay,low,2.79,01-10-2025
TKT83433794,15723886,login_issue,  high  ,5.23,02 Jul 2024
TKT53912463,15723654,app_bug,medium,15.73,05/02/2025
TKT77156692,15597945,,medium,36.17,2025-05-02
TKT51572935,15614782,fee_dispute,  medium  ,29.24,2024-11-01
TKT89231938,15671137,login_issue,medium,30.66,2024-05-02
TKT56766742,15686611,transfer_delay,medium,8.94,2025/05/02
TKT59955183,15566091,card_decline,critical,28.73,2025/01/31
TKT42639818,15730460,fee_dispute,  low  ,39.65,01-10-2025
TKT99729775,15584091,card_decline,low,2.33,2025/04/02
TKT66390077,15585255,login_issue,medium,8.35,2024/10/01
TKT53014008,15730460,transfer_delay,medium,59.24,06/01/2024
TKT77998080,15677307,card_decline,high,4.4,31 Jan 2025
TKT22089568,15712551,login_issue,low,54.94,2025-01-31
TKT52849040,15712825,transfer_delay,  low  ,,01 Jun 2024
TKT46083374,19398216,transfer_delay,high,4.54,02 May 2024
TKT59729129,15633283,app_bug,medium,11.63,2024-11-01
TKT41365678,15726032,fraud_alert,  medium  ,11.69,02 Jul 2025
TKT34009407,15784597,login_issue,low,17.14,2024/09/01
TKT41880549,15568982,fee_dispute,low,3.08,2025/08/02
TKT98019866,15746902,card_decline,medium,15.2,01 Jan 2025
TKT61409716,15790757,transfer_delay,medium,18.7,2024/08/01
TKT63208000,15807609,card_decline,low,27.37,03/02/2025
TKT59438626,15684171,fee_dispute,medium,25.82,31 Jan 2025
TKT57126444,15612087,fee_dispute,LOW,,01 Aug 2024
TKT89205039,15581197,transfer_delay,medium,9.45,2024/08/01
TKT51887682,15741336,FEE_DISPUTE,high,3.63,02-08-2025
TKT36889724,15573318,card_decline,LOW,31.36,2024-11-01
TKT64739970,15714939,fee_dispute,high,3.97,09/01/2024
TKT43493545,15784844,card_decline,medium,13.03,01-10-2024
TKT50725755,15581539,fraud_alert,low,5.28,2025/04/02
TKT82555073,15745844,fee_dispute,high,20.42,2025/01/01
TKT98400773,15716334,fee_dispute,high,12.98,01-10-2024
TKT61857782,15787619,app_bug,high,18.71,01-11-2024
TKT37938068,15714689,login_issue,low,9.59,02-07-2024
TKT82683228,15775318,transfer_delay,medium,5.34,02-07-2025
TKT69259007,15600781,login_issue,medium,23.73,01 Sep 2025
TKT46985778,15790314,login_issue,medium,9.48,2025-03-02
TKT52150396,15788218,app_bug,high,13.44,12/01/2024
TKT60089995,15810845,login_issue,MEDIUM,6.14,2025/09/01
TKT36009296,15679145,app_bug,medium,12.28,2025/10/01
TKT46881790,15676715,fraud_alert,medium,10.2,2025/09/01
TKT31461687,15582616,card_decline,  high  ,-1.2,01-09-2024
TKT74132867,15641655,card_decline,high,24.94,2024-10-01
TKT83465988,15667215,app_bug,medium,,02-05-2024
TKT92906019,15751710,app_bug,high,4.44,05/02/2025
TKT10367430,15711889,login_issue,low,9.5,2024/11/01
TKT58311261,19788797,app_bug,medium,36.15,2025/08/02
TKT99574728,15690452,card_decline,low,8.0,02 Apr 2025
TKT80802602,15640442,app_bug,low,20.25,10/01/2024
TKT68011882,15628145,card_decline,low,49.29,09/01/2025
TKT46380720,15696231,login_issue,high,13.19,02 Jul 2024
TKT57114498,15623521,transfer_delay,low,4.88,10/01/2025
TKT44631626,15576623,fee_dispute,low,16.29,02-06-2025
TKT87116335,15603156,transfer_delay,high,3.23,2025-06-02
TKT33472966,15806467,card_decline,low,3.15,2025/10/01
TKT84398385,15630910,fraud_alert,medium,6.4,02-04-2025
TKT63427895,15604482,app_bug,medium,16.54,31 Jan 2025
TKT46613840,15724282,login_issue,medium,-1.2,08/01/2024
TKT35441895,15613630,fee_dispute,critical,9.95,2025/07/02
TKT90638032,15754713,unknown,low,18.4,02-04-2025
TKT82252634,15814275,login_issue,medium,9.19,01-10-2025
TKT75779695,15776433,  transfer_delay  ,medium,20.96,02 May 2024
TKT99882593,15713483,fee_dispute,  low  ,15.84,02 May 2025
TKT45050041,15807923,card_decline,,13.26,2025-10-01
TKT49723971,15689294,card_decline,low,12.07,02-04-2025
TKT65672779,15648064,app_bug,low,0.0,02-04-2025
TKT97628825,15745417,card_decline,medium,8.2,01-09-2024
TKT96614188,15642394,transfer_delay,low,9.22,2025/01/31
TKT51043047,15804017,login_issue,LOW,14.42,2024/09/01
TKT26607531,15625021,fraud_alert,medium,8.44,2024-09-01
TKT44529952,15806926,login_issue,high,,01-06-2024
TKT57927711,15803406,  fee_dispute  ,critical,34.89,09/01/2024
TKT72129812,15662736,transfer_delay,MEDIUM,3.55,01 Dec 2024
TKT26055127,15709295,fraud_alert,low,9999.99,2025/08/02
TKT37845002,15710424,transfer_delay,high,18.66,10/01/2024
TKT50939487,15725679,login_issue,low,22.56,01 Nov 2024
TKT91750342,15782735,fee_dispute,high,7.93,2025-01-01
TKT34474403,15709368,card_decline,high,19.5,2025-03-02
TKT35291123,15628303,fraud_alert,low,15.0,02 Jul 2025
TKT80886367,15778463,login_issue,,21.29,02-05-2024
TKT84198248,15678910,transfer_delay,low,23.17,2025/01/01
TKT37754575,15625047,login_issue,high,24.09,2025-04-02
TKT10469468,15604044,unknown,low,29.99,01 Nov 2024
TKT67597265,15613854,app_bug,low,21.71,2024/09/01
TKT69467741,15780140,fraud_alert,medium,8.27,01 Nov 2024
TKT57866721,15802741,fraud_alert,low,9.66,2025-01-01
TKT37182648,15747542,card_decline,critical,45.58,2025/10/01
TKT19815138,15797219,card_decline,low,24.08,01 Oct 2025
TKT64857499,15626742,login_issue,medium,2.7,01-01-2025
TKT74056304,15566594,,high,24.58,2025/10/01
TKT41463811,15567446,fee_dispute,low,13.5,02 May 2024
TKT46904545,15752047,fee_dispute,high,2.25,10/01/2024
TKT79969163,15637476,card_decline,high,-1.2,10/01/2024
TKT38693261,15600739,transfer_delay,medium,3.81,11/01/2024
TKT30385502,15589975,fee_dispute,low,17.65,2024-08-01
TKT55421376,15799217,login_issue,high,6.39,02-06-2025
TKT34101254,15799515,transfer_delay,low,10.49,01-10-2025
TKT94270027,15579334,fraud_alert,high,7.45,07/02/2025
TKT16586262,15591607,app_bug,low,47.22,31-01-2025
TKT17322153,15810834,fraud_alert,low,36.37,02 Apr 2025
TKT49244735,15570134,fee_dispute,medium,2.83,2024/06/01
TKT46234033,15613319,fee_dispute,low,11.38,06/02/2025
TKT82122193,15763063,transfer_delay,low,11.28,2025/01/31
TKT19525242,15744689,  fraud_alert  ,medium,6.01,2025-03-02
TKT26664054,15781307,  fee_dispute  ,high,27.59,2025-10-01
TKT32629568,15805449,APP_BUG,medium,12.41,2025-04-02
TKT84882632,15737051,fee_dispute,low,47.02,2024/08/01
TKT41250004,15773469,login_issue,medium,24.12,2025/01/31
TKT30680003,15786014,LOGIN_ISSUE,high,13.5,01-01-2025
TKT24901479,15729362,card_decline,medium,53.31,2025/09/01
TKT93583592,15633922,card_decline,medium,18.93,08/02/2025
TKT11499866,15634632,app_bug,high,11.85,01-08-2024
TKT23151059,15700696,app_bug,low,19.18,02-06-2025
TKT32507321,15698839,app_bug,medium,26.32,11/01/2024
TKT10798630,15799422,card_decline,medium,9.83,01/01/2025
TKT25018400,15644572,card_decline,  low  ,21.48,02-07-2025
TKT71996604,15790757,card_decline,low,11.41,02 May 2024
TKT29811808,15677610,login_issue,,9.34,01-10-2024
TKT47186251,15782236,fraud_alert,medium,16.46,02 Jun 2025
TKT64770671,15692671,fraud_alert,high,3.36,2024/11/01
TKT62450370,15681705,login_issue,medium,18.08,01/01/2025
TKT68790186,15736879,app_bug,low,,2024/12/01
TKT92094717,15619857,fee_dispute,low,10.01,07/02/2024
TKT96619099,15694366,login_issue,medium,3.06,01-10-2024
TKT59625160,15721935,  card_decline  ,medium,28.1,01 Oct 2024
TKT62212136,15731511,CARD_DECLINE,medium,6.58,02 Mar 2025
TKT69029383,15804256,fraud_alert,low,8.32,01-12-2024
TKT79733210,15754605,fraud_alert,low,4.8,01 Aug 2024
TKT25311196,15575492,fee_dispute,low,22.1,10/01/2025
TKT27803148,15607098,login_issue,medium,11.78,31 Jan 2025
TKT17619098,15733119,login_issue,  low  ,21.62,2024-05-02
TKT23103787,15737741,fraud_alert,  medium  ,6.94,2024-10-01
TKT12245294,15592389,transfer_delay,high,13.66,2025-01-01
TKT20727341,15611579,app_bug,MEDIUM,36.32,01-11-2024
TKT36609952,15650237,app_bug,medium,8.49,02 May 2025
TKT52854276,15747795,card_decline,medium,35.16,02 May 2025
TKT43329472,15613085,fraud_alert,medium,6.8,01-09-2024
TKT45219414,15804072,fee_dispute,MEDIUM,0.0,09/01/2025
TKT21536245,15594408,app_bug,medium,6.92,01 Dec 2024
TKT63232960,15604119,transfer_delay,critical,19.18,2024-08-01
TKT58938239,15624623,fraud_alert,medium,5.75,12/01/2024
TKT21712683,15775153,card_decline,medium,16.25,2024-12-01
TKT23042273,15812878,card_decline,medium,43.91,01-06-2024
TKT30944957,15712287,login_issue,LOW,39.97,01 Sep 2024
TKT91237889,15619304,fee_dispute,low,20.21,09/01/2024
TKT25586659,15756804,transfer_delay,  low  ,8.35,2024/11/01
TKT14581411,15685500,fee_dispute,medium,21.88,02-03-2025
TKT68849906,15693737,transfer_delay,low,8.02,2024-11-01
TKT17870932,15661629,card_decline,medium,4.96,01-10-2024
TKT40333885,15783659,card_decline,low,5.4,2025-01-31
TKT43031533,15687946,fee_dispute,MEDIUM,3.11,2024/06/01
TKT78742255,15807432,fraud_alert,medium,10.57,09/01/2024
TKT26036718,15728693,login_issue,low,9.78,02-07-2024
TKT77385832,15603323,transfer_delay,low,,05/02/2024
TKT65541571,15702014,fraud_alert,low,4.49,02-07-2024
TKT28860934,15566594,login_issue,MEDIUM,7.79,02-05-2025
TKT69376473,15785869,card_decline,medium,5.4,2025/01/31
TKT46190322,15724563,login_issue,medium,3.57,02 Aug 2025
TKT60558360,15653762,fee_dispute,HIGH,40.05,2025/05/02
TKT63865956,15811762,transfer_delay,low,21.89,2024/09/01
TKT14380070,15732963,card_decline,critical,3.48,2025/10/01
TKT65691659,15737792,app_bug,low,0.71,01 Jan 2025
TKT13521750,15806438,transfer_delay,critical,15.39,03/02/2025
TKT82423772,15765297,CARD_DECLINE,low,11.48,01-10-2024
TKT97929003,15641009,fraud_alert,high,7.88,2024-10-01
TKT82814165,15776433,card_decline,high,,07/02/2024
TKT58858685,15782688,app_bug,LOW,7.43,02 Jun 2025
TKT78062196,15634245,fee_dispute,medium,,01-10-2025
TKT16798948,15705620,card_decline,low,5.98,02-07-2025
TKT41350590,15601589,card_decline,HIGH,15.23,2024/10/01
TKT76159607,15622834,fraud_alert,low,12.52,11/01/2024
TKT69107914,15686302,fee_dispute,MEDIUM,20.13,01-11-2024
TKT95246114,15650288,app_bug,MEDIUM,4.71,02-05-2024
TKT67473207,15754849,app_bug,  low  ,5.13,06/01/2024
TKT76883629,15583456,unknown,medium,11.04,06/01/2024
TKT16758044,15717398,fee_dispute,medium,42.17,03/02/2025
TKT12297865,15580146,login_issue,high,19.2,01-10-2025
TKT32213159,15624188,fraud_alert,high,8.56,2025-04-02
TKT85792888,15745527,,medium,34.49,2025/10/01
TKT76249098,15589805,login_issue,MEDIUM,30.34,2025-09-01
TKT84530325,15712551,,medium,8.52,02-07-2025
TKT55614426,15611325,fee_dispute,medium,10.32,08/02/2025
TKT22772089,15715527,card_decline,medium,8.49,02 Jun 2025
TKT54301724,15639788,card_decline,medium,23.78,2024-12-01
TKT19983981,15711889,card_decline,low,34.25,02-08-2025
TKT32145127,15730830,login_issue,low,15.12,01/31/2025
TKT44288612,15631868,fraud_alert,low,13.23,02 Jul 2024
TKT42799971,15760431,app_bug,low,23.9,02 Apr 2025
TKT98614224,15785519,fee_dispute,medium,33.36,02-06-2025
TKT39831749,15687946,login_issue,medium,8.98,02 Mar 2025
TKT47706664,15726676,transfer_delay,low,5.76,2025-07-02
TKT74606594,15755196,login_issue,CRITICAL,37.66,2025-09-01
TKT24242516,15801559,transfer_delay,high,,02-08-2025
TKT19652039,15658169,LOGIN_ISSUE,low,5.25,02 Jul 2025
TKT76730211,15656148,fraud_alert,high,29.3,02 Jul 2024
TKT99699166,15619708,card_decline,low,34.95,02 Jul 2025
TKT12742068,15750181,fee_dispute,medium,7.36,2024/05/02
TKT58860586,15635905,app_bug,medium,18.06,01 Dec 2024
TKT69343638,15812009,fee_dispute,high,13.94,2024-07-02
TKT34113283,15763859,fraud_alert,low,15.77,01-06-2024
TKT71334613,15627801,login_issue,high,21.58,02 Jul 2024
TKT84362105,15656176,card_decline,low,8.41,05/02/2024
TKT15725640,15670755,card_decline,low,25.48,2024-10-01
TKT13183785,15599289,app_bug,high,6.83,2024-06-01
TKT80350731,15626144,card_decline,medium,5.52,01-09-2025
TKT97933258,15772781,app_bug,low,27.5,01 Sep 2024
TKT28091453,19289006,login_issue,medium,9.27,2024/09/01
TKT15069123,15649992,fraud_alert,low,7.53,2025/10/01
TKT29351951,15661629,card_decline,low,18.4,2025/08/02
TKT68747019,15624729,fee_dispute,high,28.26,05/02/2025
TKT81570861,15706365,fee_dispute,  medium  ,35.92,2024/05/02
TKT28254086,15633059,card_decline,  medium  ,3.2,01 Sep 2024
TKT50631538,15651022,transfer_delay,low,20.83,2025/08/02
TKT78733392,15605918,fraud_alert,,2.93,08/01/2024
TKT15476218,15747358,fee_dispute,medium,28.3,01-11-2024
TKT91810017,15591986,fee_dispute,  low  ,8.36,2025-08-02
TKT36483929,15662736,transfer_delay,medium,10.92,2025/04/02
TKT53754632,15756804,transfer_delay,high,5.58,03/02/2025
TKT95698064,15737173,fee_dispute,medium,28.53,05/02/2025
TKT73269600,15728505,fee_dispute,high,15.44,2025-04-02
TKT91515539,15747960,app_bug,high,23.57,01-08-2024
TKT14792560,15642937,login_issue,low,8.08,2024/06/01
TKT41533038,15588537,app_bug,HIGH,9.37,02 Apr 2025
TKT32923920,15798888,transfer_delay,MEDIUM,13.1,02 May 2025
TKT12699237,15701376,  fraud_alert  ,critical,12.47,2024/07/02
TKT94424768,15745307,card_decline,medium,7.67,02-04-2025
TKT30111466,15782569,fee_dispute,low,46.7,02-08-2025
TKT41191889,15699309,card_decline,low,9.04,10/01/2024
TKT53102656,15656300,login_issue,high,16.09,2025-01-31
TKT75136721,15727688,fraud_alert,low,20.02,09/01/2025
TKT77925348,15650288,fee_dispute,medium,55.37,02 May 2025
TKT43948361,15592937,card_decline,  medium  ,22.24,12/01/2024
TKT20393728,15646372,app_bug,high,7.2,2024/05/02
TKT19610069,15582741,login_issue,medium,6.78,01 Oct 2024
TKT84494340,15788126,fee_dispute,high,4.89,2024/06/01
TKT82702448,15566156,login_issue,low,26.15,2024/09/01
TKT58188741,15803764,card_decline,low,4.84,2024/08/01
TKT45524952,15752081,card_decline,medium,,02 Aug 2025
TKT65933249,15698028,login_issue,low,28.12,2024/12/01
TKT55939380,15682541,login_issue,low,37.02,10/01/2024
TKT80248184,15792328,unknown,  medium  ,14.94,01-10-2025
TKT48397149,15610156,fee_dispute,medium,8.19,07/02/2025
TKT53111660,15677512,transfer_delay,low,21.11,02-06-2025
TKT16711598,15622993,fraud_alert,high,11.09,2025-05-02
TKT72640809,15572265,transfer_delay,high,46.48,01 Nov 2024
TKT74398959,15680920,login_issue,low,-1.2,02 Aug 2025
TKT94549321,15801559,login_issue,medium,26.4,02-07-2025
TKT57993479,15599660,fraud_alert,high,8.01,01-11-2024
TKT65668620,15592531,transfer_delay,low,,01 Sep 2025
TKT99788372,15641582,app_bug,medium,23.35,01 Jun 2024
TKT66928971,15654506,fraud_alert,low,10.87,01 Jun 2024
TKT63214435,15708917,app_bug,medium,29.42,2025/04/02
TKT86630333,15578977,app_bug,medium,12.04,2024-05-02
TKT58293251,15693737,card_decline,low,20.08,2024-09-01
TKT89709661,15594408,app_bug,LOW,27.87,2025-04-02
TKT59632490,15651674,fee_dispute,  low  ,3.66,08/01/2024
TKT78669123,15804919,login_issue,low,23.84,02 Jun 2025
TKT84319274,15715142,app_bug,high,9.58,02 May 2024
TKT52791063,15809663,app_bug,low,28.08,02-08-2025
TKT43016452,15751710,app_bug,medium,0.69,2025/03/02
TKT11264831,15753831,card_decline,low,18.28,2024-10-01
TKT27281383,15759537,fee_dispute,low,13.79,2024-06-01
TKT63858933,15755209,fraud_alert,medium,25.39,12/01/2024
TKT65348898,15776605,card_decline,high,2.26,02 Jul 2025
TKT14035843,15697000,transfer_delay,,20.28,01 Nov 2024
TKT46315369,15636731,card_decline,medium,28.7,01-11-2024
TKT99049590,15592461,  fraud_alert  ,high,13.14,2025/09/01
TKT85953639,15573456,app_bug,low,22.04,2024-06-01
TKT90714148,15737741,card_decline,low,41.86,01-01-2025
TKT81449440,15736008,login_issue,LOW,5.42,02 Apr 2025
TKT64555230,15591100,transfer_delay,high,7.25,01-10-2024
TKT89748112,15710404,card_decline,low,12.11,06/01/2024
TKT93098218,15641009,fraud_alert,  high  ,12.12,02-07-2025
TKT24077093,15772896,fraud_alert,medium,29.23,2024/08/01
TKT98602306,15684548,fraud_alert,low,7.19,31-01-2025
TKT63719969,15640078,app_bug,low,4.63,2024/09/01
TKT94409762,15637876,fraud_alert,low,9.95,2025/09/01
TKT42959537,15624592,fraud_alert,medium,42.15,02-08-2025
TKT32005388,15580956,fee_dispute,medium,17.2,2025-01-31
TKT67175830,15580956,fraud_alert,medium,36.45,2025/08/02
TKT61489281,15773456,fee_dispute,low,33.66,2025-05-02
TKT80419930,15692761,app_bug,low,45.66,01 Nov 2024
TKT20323894,15576256,,low,9.97,02 May 2025
TKT83110563,15625944,card_decline,low,-1.2,2024-12-01
TKT44270635,15732778,app_bug,medium,28.04,01 Nov 2024
TKT76123261,15686164,card_decline,medium,5.11,01 Nov 2024
TKT41731779,15783501,login_issue,low,19.78,2025/06/02
TKT94807254,15601589,login_issue,low,9.69,05/02/2024
TKT82060462,15731511,login_issue,high,10.95,01-12-2024
TKT70738909,15737795,login_issue,medium,14.6,2025/03/02
TKT23262693,15745307,app_bug,  high  ,7.06,12/01/2024
TKT61524061,15627360,  transfer_delay  ,medium,30.32,01 Dec 2024
TKT55480584,15693814,app_bug,low,9.78,2025-03-02
TKT26569473,15640059,fraud_alert,  critical  ,16.82,2024-11-01
TKT64683868,15726631,login_issue,  low  ,12.42,01-01-2025
TKT30110982,15759298,transfer_delay,high,7.66,2024-12-01
TKT55188075,15624528,fee_dispute,medium,13.04,01-08-2024
TKT93491073,15722548,fee_dispute,low,5.88,2025-08-02
TKT91061352,15635905,transfer_delay,low,19.31,2024/07/02
TKT48475680,15677538,app_bug,low,29.02,02-07-2025
TKT13392072,15813034,login_issue,low,6.89,09/01/2024
TKT57140143,15773809,transfer_delay,low,4.63,2025/08/02
TKT11694081,15752137,fee_dispute,medium,13.88,02-04-2025
TKT69589173,15735203,fee_dispute,medium,-1.2,2024-05-02
TKT76402407,15636444,app_bug,high,27.19,02-07-2024
TKT76858894,15805062,fraud_alert,high,28.29,2024-11-01
TKT49368537,15595440,FRAUD_ALERT,medium,,02 Aug 2025
TKT23081527,15613786,fee_dispute,high,25.93,01/31/2025
TKT18554803,15582741,app_bug,medium,15.16,01-11-2024
TKT26042140,15658929,login_issue,LOW,39.46,11/01/2024
TKT59259502,15665678,transfer_delay,CRITICAL,5.26,2024/09/01
TKT97812963,15666633,transfer_delay,CRITICAL,15.07,10/01/2025
TKT12229148,15576368,card_decline,high,2.87,2025/08/02
TKT61701596,15680772,fee_dispute,  low  ,19.54,09/01/2024
TKT13502847,15714689,transfer_delay,medium,82.0,2025/08/02
TKT61179383,15789669,  login_issue  ,medium,31.3,05/02/2025
TKT50974890,15807609,unknown,low,2.41,02-08-2025
TKT51752947,15603436,TRANSFER_DELAY,medium,9999.99,01-10-2024
TKT38500262,15592222,fraud_alert,low,4.09,01-10-2025
TKT98361934,15767432,,  low  ,17.72,02-08-2025
TKT49654739,15580148,  card_decline  ,high,3.42,2024/10/01
TKT12210525,15568595,login_issue,low,3.69,01 Sep 2025
TKT73049134,15766741,fraud_alert,medium,20.51,2025/03/02
TKT11074223,19654511,fraud_alert,medium,21.16,05/02/2024
TKT47909906,15727915,FRAUD_ALERT,medium,12.54,11/01/2024
TKT19161890,15768104,transfer_delay,medium,19.79,02-06-2025
TKT46099112,15595440,fraud_alert,low,14.39,01-06-2024
TKT58463614,15624623,fee_dispute,high,50.44,2024/09/01
TKT92374947,15643966,fee_dispute,low,39.56,2025-05-02
TKT77539802,15609618,transfer_delay,high,7.49,02-07-2025
TKT96300885,15794916,fee_dispute,low,8.91,02 May 2024
TKT32867611,15583212,fraud_alert,  low  ,15.39,2024/10/01
TKT31405184,15700772,fee_dispute,critical,,2024/08/01
TKT32582163,15612350,app_bug,medium,5.19,2025/04/02
TKT98237563,15704770,login_issue,critical,10.45,2024/09/01
TKT16372042,15676966,card_decline,HIGH,2.16,05/02/2025
TKT17425587,15629448,fee_dispute,CRITICAL,18.32,02 Mar 2025
TKT30535539,15699029,fee_dispute,low,18.04,2024-05-02
TKT35312136,15702298,login_issue,low,0.12,2024-11-01
TKT80183399,15642937,fraud_alert,low,4.63,2024/12/01
TKT10903716,15676519,fee_dispute,medium,27.02,01 Oct 2024
TKT98745403,15613749,fee_dispute,low,28.74,03/02/2025
TKT25608882,15809100,fraud_alert,medium,37.46,2024/11/01
TKT74236819,15805254,transfer_delay,MEDIUM,6.34,2024-07-02
TKT75431415,15760861,transfer_delay,  low  ,23.44,2024-07-02
TKT12164542,15787470,login_issue,medium,11.66,2025/01/01
TKT31444382,15708710,fraud_alert,low,8.86,07/02/2024
TKT33573449,15754105,transfer_delay,low,9.66,2025-05-02
TKT72472336,15730059,fee_dispute,high,5.71,08/01/2024
TKT18324798,15721181,fee_dispute,low,14.31,03/02/2025
TKT60982694,15655961,APP_BUG,medium,17.2,06/02/2025
TKT41874302,15747807,fraud_alert,low,30.91,02 Jul 2025
TKT19009488,15785542,app_bug,critical,3.03,2024-08-01
TKT73584073,15782210,app_bug,medium,0.4,31-01-2025
TKT46209575,15732674,fee_dispute,low,11.56,01/01/2025
TKT51013034,15785819,fee_dispute,low,15.98,2025/01/01
TKT85217624,15591047,card_decline,medium,21.31,2025/08/02
TKT45029808,15660602,card_decline,  low  ,12.02,2025/09/01
TKT46438797,15736112,unknown,medium,21.36,2025/08/02
TKT30155817,15736008,transfer_delay,low,62.06,02-05-2025
TKT52883255,15794413,app_bug,high,10.69,2024-08-01
TKT85545226,15664521,login_issue,medium,15.8,2025-01-01
